PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34452483","Cytomegalovirus Viral Load in Transplanted Patients Using the NeuMoDx™ (Qiagen) Automated System: A 1-Month Experience Feedback","Luciani L, Mongin D, Ninove L, Nougairède A, Bardy K, Gazin C, Charrel RN, Zandotti C.","Viruses. 2021 Aug 16;13(8):1619. doi: 10.3390/v13081619.","Luciani L","Viruses","2021","2021/08/28","PMC8402845","","10.3390/v13081619"
"36535082","Multidisciplinary management of posterior fossa dural arteriovenous fistula: A single-center experience","Tinois J, Danassegarane G, Bretonnier M, Ferré JC, Morandi X, Corniola MV.","Neurochirurgie. 2023 Jan;69(1):101389. doi: 10.1016/j.neuchi.2022.101389. Epub 2022 Dec 17.","Tinois J","Neurochirurgie","2023","2022/12/19","","","10.1016/j.neuchi.2022.101389"
"34081436","Downsizing of Nanocrystals While Retaining Bistable Spin Crossover Properties in Three-Dimensional Hofmann-Type {Fe(pz)[Pt(CN)(4)]}-Iodine Adducts","Valverde-Muñoz FJ, Kazan R, Boukheddaden K, Ohba M, Real JA, Delgado T.","Inorg Chem. 2021 Jun 21;60(12):8851-8860. doi: 10.1021/acs.inorgchem.1c00765. Epub 2021 Jun 3.","Valverde-Muñoz FJ","Inorg Chem","2021","2021/06/03","","","10.1021/acs.inorgchem.1c00765"
"36478646","Quantification of [(18) F]florbetaben amyloid-PET imaging in a mixed memory clinic population: The ABIDE project","Collij LE, Salvadó G, de Wilde A, Altomare D, Shekari M, Gispert JD, Bullich S, Stephens A, Barkhof F, Scheltens P, Bouwman F, van der Flier WM.","Alzheimers Dement. 2023 Jun;19(6):2397-2407. doi: 10.1002/alz.12886. Epub 2022 Dec 7.","Collij LE","Alzheimers Dement","2023","2022/12/08","","","10.1002/alz.12886"
"35491421","Etiological spectrum of persistent fever in the tropics and predictors of ubiquitous infections: a prospective four-country study with pooled analysis","Bottieau E, Van Duffel L, El Safi S, Koirala KD, Khanal B, Rijal S, Bhattarai NR, Phe T, Lim K, Mukendi D, Kalo JL, Lutumba P, Barbé B, Jacobs J, Van Esbroeck M, Foqué N, Tsoumanis A, Parola P, Yansouni CP, Boelaert M, Verdonck K, Chappuis F.","BMC Med. 2022 May 2;20(1):144. doi: 10.1186/s12916-022-02347-8.","Bottieau E","BMC Med","2022","2022/05/01","PMC9059373","","10.1186/s12916-022-02347-8"
"33872452","Heparin-induced thrombocytopenia: Construction of a pretest diagnostic score derived from the analysis of a prospective multinational database, with internal validation","Tardy-Poncet B, de Maistre E, Pouplard C, Presles E, Alhenc-Gelas M, Lasne D, Horellou MH, Mouton C, Serre-Sapin A, Bauters A, Nguyen P, Mullier F, Perrin J, Le Gal G, Morange PE, Grunebaum L, Lillo-Le Louet A, Elalamy I, Gruel Y, Greinacher A, Lecompte T, Tardy B; GFHT-HIT study group.","J Thromb Haemost. 2021 Aug;19(8):1959-1972. doi: 10.1111/jth.15344. Epub 2021 Jun 14.","Tardy-Poncet B","J Thromb Haemost","2021","2021/04/19","","","10.1111/jth.15344"
"33476876","Geospatial analysis of individual-based Parkinson's disease data supports a link with air pollution: A case-control study","Fleury V, Himsl R, Joost S, Nicastro N, Bereau M, Guessous I, Burkhard PR.","Parkinsonism Relat Disord. 2021 Feb;83:41-48. doi: 10.1016/j.parkreldis.2020.12.013. Epub 2021 Jan 12.","Fleury V","Parkinsonism Relat Disord","2021","2021/01/21","","","10.1016/j.parkreldis.2020.12.013"
"35298446","Similar But Different: Integrated Phylogenetic Analysis of Austrian and Swiss HIV-1 Sequences Reveal Differences in Transmission Patterns of the Local HIV-1 Epidemics","Kusejko K, Tschumi N, Chaudron SE, Nguyen H, Battegay M, Bernasconi E, Böni J, Huber M, Calmy A, Cavassini M, Egle A, Grabmeier-Pfistershammer K, Haas B, Hirsch H, Klimkait T, Öllinger A, Perreau M, Ramette A, Flury BB, Sarcletti M, Scherrer A, Schmid P, Yerly S, Zangerle R, Günthard HF, Kouyos RD; Swiss HIV Cohort Study and the Austrian HIV Cohort Study.","J Acquir Immune Defic Syndr. 2022 Aug 1;90(4):e4-e12. doi: 10.1097/QAI.0000000000002949.","Kusejko K","J Acquir Immune Defic Syndr","2022","2022/03/17","PMC9394492","","10.1097/QAI.0000000000002949"
"33443831","[Emergency medicine : update 2020]","Chevallier JL, Rojas Lazo R, Gartner B, Garcin S, Fehlmann CA, Darioli V.","Rev Med Suisse. 2021 Jan 13;17(720-1):50-53.","Chevallier JL","Rev Med Suisse","2021","2021/01/14","","",""
"35848170","Life-course socioeconomic conditions and cognitive performance in older adults: a cross-cohort comparison","Schrempft S, Trofimova O, Künzi M, Draganski B, Kliegel M, Stringhini S.","Aging Ment Health. 2023 Apr;27(4):745-754. doi: 10.1080/13607863.2022.2084511. Epub 2022 Jul 18.","Schrempft S","Aging Ment Health","2023","2022/07/18","","","10.1080/13607863.2022.2084511"
"33672097","Psychological Distress and Well-Being among Students of Health Disciplines: The Importance of Academic Satisfaction","Franzen J, Jermann F, Ghisletta P, Rudaz S, Bondolfi G, Tran NT.","Int J Environ Res Public Health. 2021 Feb 23;18(4):2151. doi: 10.3390/ijerph18042151.","Franzen J","Int J Environ Res Public Health","2021","2021/03/06","PMC7926619","","10.3390/ijerph18042151"
"33087332","Molecular Imaging of Chimeric Antigen Receptor T Cells by ICOS-ImmunoPET","Simonetta F, Alam IS, Lohmeyer JK, Sahaf B, Good Z, Chen W, Xiao Z, Hirai T, Scheller L, Engels P, Vermesh O, Robinson E, Haywood T, Sathirachinda A, Baker J, Malipatlolla MB, Schultz LM, Spiegel JY, Lee JT, Miklos DB, Mackall CL, Gambhir SS, Negrin RS.","Clin Cancer Res. 2021 Feb 15;27(4):1058-1068. doi: 10.1158/1078-0432.CCR-20-2770. Epub 2020 Oct 21.","Simonetta F","Clin Cancer Res","2021","2020/10/22","PMC7887027","NIHMS1640305","10.1158/1078-0432.CCR-20-2770"
"33063292","Validation of the Perform-FES: a new fear of falling scale for hospitalized geriatric patients","Ferrer Soler C, Cuvelier C, Hars M, Herrmann FR, Charpiot A, Ducharne Wieczorkiewicz C, Bruyère O, Beaudart C, Zekry D, Gold G, Trombetti A.","Aging Clin Exp Res. 2021 Jan;33(1):67-76. doi: 10.1007/s40520-020-01726-6. Epub 2020 Oct 15.","Ferrer Soler C","Aging Clin Exp Res","2021","2020/10/16","PMC7897618","","10.1007/s40520-020-01726-6"
"36565335","Application of postmortem imaging modalities in cases of sudden death due to cardiovascular diseases-current achievements and limitations from a pathology perspective : Endorsed by the Association for European Cardiovascular Pathology and by the International Society of Forensic Radiology and Imaging","Michaud K, Jacobsen C, Basso C, Banner J, Blokker BM, de Boer HH, Dedouit F, O'Donnell C, Giordano C, Magnin V, Grabherr S, Suvarna SK, Wozniak K, Parsons S, van der Wal AC.","Virchows Arch. 2023 Feb;482(2):385-406. doi: 10.1007/s00428-022-03458-6. Epub 2022 Dec 24.","Michaud K","Virchows Arch","2023","2022/12/24","PMC9931788","","10.1007/s00428-022-03458-6"
"36166901","Cortico-cortical and thalamo-cortical connectivity during non-REM and REM sleep: Insights from intracranial recordings in humans","Lambert I, Roehri N, Fayerstein J, Giusiano B, Colombet B, Bénar CG, Bartolomei F.","Clin Neurophysiol. 2022 Nov;143:84-94. doi: 10.1016/j.clinph.2022.08.026. Epub 2022 Sep 14.","Lambert I","Clin Neurophysiol","2022","2022/09/27","","","10.1016/j.clinph.2022.08.026"
"34133096","[Management of symptomatic breast hypertrophy and reduction mammaplasty]","Nichols LM, Oranges CM, Tremp M, Kalbermatten DF.","Rev Med Suisse. 2021 Jun 16;17(743):1177-1181.","Nichols LM","Rev Med Suisse","2021","2021/06/16","","",""
"36568782","Detection of SARS-CoV-2 infection clusters: The useful combination of spatiotemporal clustering and genomic analyses","Choi Y, Ladoy A, De Ridder D, Jacot D, Vuilleumier S, Bertelli C, Guessous I, Pillonel T, Joost S, Greub G.","Front Public Health. 2022 Dec 1;10:1016169. doi: 10.3389/fpubh.2022.1016169. eCollection 2022.","Choi Y","Front Public Health","2022","2022/12/26","PMC9771593","","10.3389/fpubh.2022.1016169"
"35013268","Imagined speech can be decoded from low- and cross-frequency intracranial EEG features","Proix T, Delgado Saa J, Christen A, Martin S, Pasley BN, Knight RT, Tian X, Poeppel D, Doyle WK, Devinsky O, Arnal LH, Mégevand P, Giraud AL.","Nat Commun. 2022 Jan 10;13(1):48. doi: 10.1038/s41467-021-27725-3.","Proix T","Nat Commun","2022","2022/01/11","PMC8748882","","10.1038/s41467-021-27725-3"
"34795032","Macrophage-Targeted Therapy Unlocks Antitumoral Cross-talk between IFNγ-Secreting Lymphocytes and IL12-Producing Dendritic Cells","Pfirschke C, Zilionis R, Engblom C, Messemaker M, Zou AE, Rickelt S, Gort-Freitas NA, Lin Y, Bill R, Siwicki M, Gungabeesoon J, Sprachman MM, Marquard AN, Rodell CB, Cuccarese MF, Quintana J, Ahmed MS, Kohler RH, Savova V, Weissleder R, Klein AM, Pittet MJ.","Cancer Immunol Res. 2022 Jan;10(1):40-55. doi: 10.1158/2326-6066.CIR-21-0326. Epub 2021 Dec 1.","Pfirschke C","Cancer Immunol Res","2022","2021/11/19","PMC10132467","NIHMS1807476","10.1158/2326-6066.CIR-21-0326"
"33682721","Pre-Dementia Stages and Incident Dementia in the NuAge Study","Beauchet O, Sekhon H, Launay CP, Gaudreau P, Morais JA, Allali G.","J Alzheimers Dis. 2021;80(4):1465-1470. doi: 10.3233/JAD-201571.","Beauchet O","J Alzheimers Dis","2021","2021/03/08","","","10.3233/JAD-201571"
"35065891","The MELD upgrade exception: a successful strategy to optimize access to liver transplantation for patients with high waiting list mortality","Dirchwolf M, Becchetti C, Gschwend SG, Toso C, Dutkowski P, Immer F, Beyeler F, Rossi S, Schropp J, Dufour JF, Banz V; Swiss Transplant Cohort Study.","HPB (Oxford). 2022 Jul;24(7):1168-1176. doi: 10.1016/j.hpb.2021.12.009. Epub 2021 Dec 21.","Dirchwolf M","HPB (Oxford)","2022","2022/01/23","","","10.1016/j.hpb.2021.12.009"
"35627665","Evolution of Therapeutic Patient Education: A Systematic Scoping Review and Scientometric Analysis","Correia JC, Waqas A, Aujoulat I, Davies MJ, Assal JP, Golay A, Pataky Z.","Int J Environ Res Public Health. 2022 May 18;19(10):6128. doi: 10.3390/ijerph19106128.","Correia JC","Int J Environ Res Public Health","2022","2022/05/28","PMC9140728","","10.3390/ijerph19106128"
"35598251","CSF tap test in idiopathic normal pressure hydrocephalus: still a necessary prognostic test?","Griffa A, Bommarito G, Assal F, Preti MG, Goldstein R, Armand S, Herrmann FR, Van De Ville D, Allali G.","J Neurol. 2022 Sep;269(9):5114-5126. doi: 10.1007/s00415-022-11168-x. Epub 2022 May 22.","Griffa A","J Neurol","2022","2022/05/22","PMC9363476","","10.1007/s00415-022-11168-x"
"35393146","The prevention of major neurocognitive disorders in the next phase of COVID-19 pandemic: On being proactive","Beauchet O, Allali G.","Maturitas. 2022 Aug;162:67-68. doi: 10.1016/j.maturitas.2022.03.005. Epub 2022 Apr 2.","Beauchet O","Maturitas","2022","2022/04/08","PMC8975750","","10.1016/j.maturitas.2022.03.005"
"35339209","Burden of non-communicable diseases among adolescents aged 10-24 years in the EU, 1990-2019: a systematic analysis of the Global Burden of Diseases Study 2019","Armocida B, Monasta L, Sawyer S, Bustreo F, Segafredo G, Castelpietra G, Ronfani L, Pasovic M, Hay S; GBD 2019 Europe NCDs in Adolescents Collaborators; Perel P, Beran D.","Lancet Child Adolesc Health. 2022 Jun;6(6):367-383. doi: 10.1016/S2352-4642(22)00073-6. Epub 2022 Mar 24.","Armocida B","Lancet Child Adolesc Health","2022","2022/03/27","PMC9090900","","10.1016/S2352-4642(22)00073-6"
"34664529","Seroprevalence of anti-SARS-CoV-2 IgG antibodies, risk factors for infection and associated symptoms in Geneva, Switzerland: a population-based study","Richard A, Wisniak A, Perez-Saez J, Garrison-Desany H, Petrovic D, Piumatti G, Baysson H, Picazio A, Pennacchio F, De Ridder D, Chappuis F, Vuilleumier N, Low N, Hurst S, Eckerle I, Flahault A, Kaiser L, Azman AS, Guessous I, Stringhini S.","Scand J Public Health. 2022 Feb;50(1):124-135. doi: 10.1177/14034948211048050. Epub 2021 Oct 19.","Richard A","Scand J Public Health","2022","2021/10/19","PMC8808008","","10.1177/14034948211048050"
"34131124","Insights into household transmission of SARS-CoV-2 from a population-based serological survey","Bi Q, Lessler J, Eckerle I, Lauer SA, Kaiser L, Vuilleumier N, Cummings DAT, Flahault A, Petrovic D, Guessous I, Stringhini S, Azman AS; SEROCoV-POP Study Group.","Nat Commun. 2021 Jun 15;12(1):3643. doi: 10.1038/s41467-021-23733-5.","Bi Q","Nat Commun","2021","2021/06/16","PMC8206123","","10.1038/s41467-021-23733-5"
"34016128","Relationship between benzodiazepine prescription, aggressive behavior, and behavioral disinhibition: a retrospective study in a Swiss prison","Baggio S, Starcevic V, Heller P, Brändle K, Franke I, Schneeberger A, Buadze A, Gamma A, Schleifer R, Gétaz L, Wolff H, Liebrenz M.","Harm Reduct J. 2021 May 20;18(1):58. doi: 10.1186/s12954-021-00504-5.","Baggio S","Harm Reduct J","2021","2021/05/21","PMC8139037","","10.1186/s12954-021-00504-5"
"37665839","An extended validation of the Communal Coping Strategies Inventory for Competitive Team Sports: A multilevel approach","Pété E, Chanal J, Doron J.","Psychol Sport Exerc. 2023 Mar;65:102367. doi: 10.1016/j.psychsport.2022.102367. Epub 2022 Dec 15.","Pété E","Psychol Sport Exerc","2023","2023/09/04","","","10.1016/j.psychsport.2022.102367"
"36743157","Travel scenario workshops for geographical accessibility modeling of health services: A transdisciplinary evaluation study","Molenaar L, Hierink F, Brun M, Monet JP, Ray N.","Front Public Health. 2023 Jan 18;10:1051522. doi: 10.3389/fpubh.2022.1051522. eCollection 2022.","Molenaar L","Front Public Health","2023","2023/02/06","PMC9889992","","10.3389/fpubh.2022.1051522"
"36458156","Influence of alkali metals on water dynamics inside imidazolium-based ionic liquid nano-domains","Dziubinska-Kühn K, Maddah M, Pupier M, Matysik J, Viger-Gravel J, Kowalska M, Karg B.","Front Chem. 2022 Nov 15;10:1028912. doi: 10.3389/fchem.2022.1028912. eCollection 2022.","Dziubinska-Kühn K","Front Chem","2022","2022/12/02","PMC9707627","","10.3389/fchem.2022.1028912"
"36115204","Expediting the chromatographic analysis of COVID-19 antibody therapeutics with ultra-short columns, retention modeling and automated method development","Duivelshof B, Zöldhegyi A, Guillarme D, Lauber M, Fekete S.","J Pharm Biomed Anal. 2022 Nov 30;221:115039. doi: 10.1016/j.jpba.2022.115039. Epub 2022 Sep 12.","Duivelshof B","J Pharm Biomed Anal","2022","2022/09/17","PMC9465490","","10.1016/j.jpba.2022.115039"
"37584983","Perceptions of the rape crisis in the Eastern Democratic Republic of Congo: A community-based approach using an opportunistic design","Koya MM, Mpinga EK.","Afr J Reprod Health. 2022 Apr;26(4):42-56. doi: 10.29063/ajrh2022/v26i4.5.","Koya MM","Afr J Reprod Health","2022","2023/08/16","","","10.29063/ajrh2022/v26i4.5"
"35246885","Single and partial tooth replacement with fixed dental prostheses supported by dental implants: A systematic review of outcomes and outcome measures used in clinical trials in the last 10 years","Sailer I, Barbato L, Mojon P, Pagliaro U, Serni L, Karasan D, Cairo F.","J Clin Periodontol. 2023 May;50 Suppl 25:22-37. doi: 10.1111/jcpe.13612. Epub 2022 Jun 5.","Sailer I","J Clin Periodontol","2023","2022/03/05","","","10.1111/jcpe.13612"
"35201251","Recent improvements to the selectivity of extraction-based optical ion sensors","Robinson KJ, Soda Y, Bakker E.","Chem Commun (Camb). 2022 Mar 31;58(27):4279-4287. doi: 10.1039/d1cc06636f.","Robinson KJ","Chem Commun (Camb)","2022","2022/02/24","PMC8972301","","10.1039/d1cc06636f"
"35147399","Off-label use of psychotropic drugs in a Swiss paediatric service: similar results from two different cohort studies","Feka A, Di Paolo ER, Pauchard JY, Mariguesa A, Gehri M, Sadeghipour F.","Swiss Med Wkly. 2022 Feb 4;152:w30124. doi: 10.4414/smw.2022.w30124. eCollection 2022 Jan 31.","Feka A","Swiss Med Wkly","2022","2022/02/11","","","10.4414/smw.2022.w30124"
"34983836","The effectiveness of nudging: A meta-analysis of choice architecture interventions across behavioral domains","Mertens S, Herberz M, Hahnel UJJ, Brosch T.","Proc Natl Acad Sci U S A. 2022 Jan 4;119(1):e2107346118. doi: 10.1073/pnas.2107346118.","Mertens S","Proc Natl Acad Sci U S A","2022","2022/01/05","PMC8740589","","10.1073/pnas.2107346118"
"34738698","Impact of length of donor ICU stay on outcome of patients after pediatric liver transplantation with whole and ex situ split liver grafts","Misar A, McLin VA, Calinescu AM, Wildhaber BE.","Pediatr Transplant. 2022 Mar;26(2):e14186. doi: 10.1111/petr.14186. Epub 2021 Nov 5.","Misar A","Pediatr Transplant","2022","2021/11/05","","","10.1111/petr.14186"
"34643104","A closed-loop approach to the study of the baroreflex dynamics during posture changes at rest and at exercise in humans","Taboni A, Fagoni N, Fontolliet T, Moia C, Vinetti G, Ferretti G.","Am J Physiol Regul Integr Comp Physiol. 2021 Dec 1;321(6):R960-R968. doi: 10.1152/ajpregu.00167.2021. Epub 2021 Oct 13.","Taboni A","Am J Physiol Regul Integr Comp Physiol","2021","2021/10/13","","","10.1152/ajpregu.00167.2021"
"34627856","Altered trajectory of neurodevelopment associated with fetal growth restriction","Dudink I, Hüppi PS, Sizonenko SV, Castillo-Melendez M, Sutherland AE, Allison BJ, Miller SL.","Exp Neurol. 2022 Jan;347:113885. doi: 10.1016/j.expneurol.2021.113885. Epub 2021 Oct 7.","Dudink I","Exp Neurol","2022","2021/10/10","","","10.1016/j.expneurol.2021.113885"
"33902795","Experimental Identification of Immuno- dominant B-cell Epitopes from SARS-CoV-2","Farrera-Soler L, Daguer JP, Barluenga S, Winssinger N.","Chimia (Aarau). 2021 Apr 28;75(4):276-284. doi: 10.2533/chimia.2021.276.","Farrera-Soler L","Chimia (Aarau)","2021","2021/04/27","","","10.2533/chimia.2021.276"
"33862130","The influence of skin barrier impairment on the iontophoretic transport of low and high molecular weight permeants","Gratieri T, Zarhloule R, Dubey S, Kalia YN.","Int J Pharm. 2021 Jun 1;602:120607. doi: 10.1016/j.ijpharm.2021.120607. Epub 2021 Apr 20.","Gratieri T","Int J Pharm","2021","2021/04/16","","","10.1016/j.ijpharm.2021.120607"
"33849055","Expasy, the Swiss Bioinformatics Resource Portal, as designed by its users","Duvaud S, Gabella C, Lisacek F, Stockinger H, Ioannidis V, Durinx C.","Nucleic Acids Res. 2021 Jul 2;49(W1):W216-W227. doi: 10.1093/nar/gkab225.","Duvaud S","Nucleic Acids Res","2021","2021/04/13","PMC8265094","","10.1093/nar/gkab225"
"36438653","Inventa: A computational tool to discover structural novelty in natural extracts libraries","Quiros-Guerrero LM, Nothias LF, Gaudry A, Marcourt L, Allard PM, Rutz A, David B, Queiroz EF, Wolfender JL.","Front Mol Biosci. 2022 Nov 11;9:1028334. doi: 10.3389/fmolb.2022.1028334. eCollection 2022.","Quiros-Guerrero LM","Front Mol Biosci","2022","2022/11/28","PMC9692083","","10.3389/fmolb.2022.1028334"
